age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,previous,poutcome,Target,age_group
27,0,2,1,0,145,0,1,0,95,3,0,3,0,1
25,1,1,0,0,0,0,0,0,116,1,0,3,0,1
31,0,2,2,0,383,0,1,0,305,1,0,3,0,2
35,4,1,2,0,1361,0,1,0,15,11,0,3,0,3
28,10,2,1,1,-1270,0,1,1,237,2,0,3,0,2
29,1,1,1,0,-305,1,1,0,263,1,0,3,0,2
33,9,1,1,0,2284,1,1,0,210,2,0,3,0,3
39,7,1,1,0,0,0,0,0,333,5,0,3,0,4
47,1,1,1,1,-594,1,1,0,100,4,0,3,0,5
39,1,1,3,0,18,0,0,0,75,3,0,3,0,4
50,9,1,1,0,1717,0,0,1,416,8,0,3,0,6
50,6,0,2,0,387,0,0,0,221,8,0,3,0,6
49,4,1,2,0,96,0,0,0,51,2,0,3,0,6
44,2,1,0,0,5038,0,0,0,199,7,0,3,0,5
28,9,2,1,0,1581,0,1,0,576,2,0,3,0,2
31,7,2,1,0,8,0,0,0,340,3,0,3,0,2
47,3,1,1,0,1152,0,0,1,260,13,0,3,0,5
30,9,1,2,0,101,1,1,0,187,3,0,3,0,2
29,1,2,1,0,218,0,0,0,255,2,0,3,0,2
51,1,1,0,0,720,0,0,0,160,5,0,3,0,6
44,0,0,2,0,0,1,0,0,96,3,0,3,0,5
43,4,1,1,0,-213,0,1,1,543,2,0,3,0,5
44,7,1,1,0,300,1,0,0,182,3,0,3,0,5
41,0,1,1,0,-396,1,0,0,104,4,0,3,0,4
59,1,0,0,0,55,0,0,0,13,20,0,3,0,8
49,6,2,1,0,766,1,0,0,150,4,0,3,0,6
31,9,2,1,0,9,0,0,0,167,2,0,3,0,2
50,2,0,2,0,223,0,0,0,264,5,0,3,0,6
33,2,1,1,0,0,0,1,0,224,4,0,3,0,3
58,1,1,0,0,853,0,0,0,317,3,0,3,0,8
36,1,2,2,0,1346,0,0,0,74,7,0,3,0,3
35,4,1,2,0,122,0,0,0,179,4,0,3,0,3
30,0,2,1,0,52,0,1,0,422,1,0,3,0,2
27,1,2,0,0,1659,0,1,0,447,3,0,3,0,1
35,4,1,2,0,126,0,1,0,371,2,0,3,0,3
53,1,1,1,0,143,1,0,0,122,5,0,3,0,7
35,1,2,1,0,1688,1,0,1,41,4,0,3,0,3
60,4,1,2,1,-108,0,1,0,79,2,0,3,0,8
27,1,1,1,0,102,0,1,0,159,2,0,3,0,1
54,6,1,1,0,203,1,0,1,238,8,0,3,0,7
48,6,1,1,0,252,0,0,0,261,5,0,3,0,6
40,4,0,1,0,-626,1,0,0,140,4,0,3,0,4
26,1,2,1,0,6,0,1,1,360,3,0,3,0,1
38,9,1,1,0,0,1,1,0,500,5,0,3,0,4
31,1,1,0,0,76,0,1,1,146,4,0,3,0,2
46,1,1,0,0,14,0,0,0,407,1,0,3,0,5
27,4,2,2,0,1117,1,0,0,416,4,0,3,0,1
53,1,1,0,0,1086,0,0,0,112,5,0,3,0,7
40,1,1,0,1,-23,0,1,0,756,3,0,3,0,4
43,2,1,1,0,128,1,0,1,122,2,0,3,0,5
37,1,1,3,0,897,1,0,0,339,2,0,3,0,3
31,3,1,0,0,-367,1,1,1,352,2,0,3,0,2
28,6,1,1,0,-228,1,1,0,164,3,0,3,0,2
43,1,1,0,0,8,0,0,1,245,5,0,3,0,5
28,1,1,1,0,619,0,0,1,327,2,0,3,0,2
47,7,1,1,0,24,0,1,0,95,2,0,3,0,5
43,2,2,2,0,42,0,0,0,285,1,0,3,0,5
57,9,1,2,0,-40,0,1,0,88,1,0,3,0,7
58,5,2,1,0,282,0,1,0,78,1,0,3,0,8
25,1,1,1,0,267,0,0,0,422,2,0,3,0,1
31,1,2,1,0,726,0,0,0,719,2,0,3,1,2
47,9,1,0,0,50,0,0,1,167,3,0,3,0,5
43,11,1,1,0,1926,0,0,1,89,13,0,3,0,5
27,7,1,1,0,379,0,1,0,269,2,0,3,0,1
45,2,1,1,0,4688,0,0,0,112,10,0,3,0,5
31,4,1,2,0,256,1,0,0,28,24,0,3,0,2
33,9,1,1,0,-805,0,0,0,208,2,0,3,0,3
31,1,2,1,0,-2,0,1,0,221,2,0,3,0,2
32,7,2,1,0,473,1,0,0,624,5,0,3,0,2
41,3,1,0,0,175,0,0,0,252,1,0,3,0,4
31,0,2,1,0,-407,0,1,0,230,1,0,3,0,2
30,7,2,1,0,148,0,1,0,482,3,0,3,0,2
44,1,2,0,0,-24,0,0,1,564,1,0,3,0,5
28,8,2,1,0,305,0,0,0,625,1,0,3,0,2
31,2,0,2,0,2,0,1,0,53,1,0,3,0,2
36,1,1,1,0,-308,1,0,0,279,11,0,3,0,3
25,11,2,1,0,3,0,0,0,136,1,0,3,0,1
25,9,2,1,0,-55,1,1,0,242,1,0,3,0,1
27,1,1,0,0,52,0,1,0,185,1,0,3,0,1
60,4,1,2,0,1573,0,0,1,79,15,0,3,0,8
36,1,2,3,1,-395,1,0,1,9,17,0,3,0,3
49,1,1,0,0,4140,0,0,0,205,4,0,3,0,6
25,1,2,1,0,495,0,0,0,131,3,0,3,0,1
46,4,1,2,0,74,1,0,0,15,11,0,3,0,5
50,9,1,2,0,92,0,1,0,192,1,0,3,0,6
50,1,0,0,0,5,0,0,0,118,1,0,3,0,6
33,0,1,2,0,568,0,0,0,219,1,0,3,0,3
42,4,1,1,0,4314,0,0,0,214,1,0,3,0,4
30,0,2,1,0,312,0,0,0,188,1,0,3,0,2
42,9,2,2,0,24,0,0,0,262,1,0,3,0,4
28,0,1,1,0,54,0,1,0,226,1,0,3,0,2
34,2,1,2,0,412,1,1,0,164,1,0,3,0,3
33,4,1,2,0,-139,0,0,0,290,1,0,3,0,3
26,2,1,1,0,-306,0,1,0,342,1,0,3,0,1
29,0,2,1,0,210,0,1,0,140,1,0,3,0,2
28,0,2,1,0,551,0,1,0,161,1,0,3,0,2
32,9,0,2,0,31,0,1,0,259,1,0,3,0,2
45,7,1,1,0,0,0,1,0,47,7,0,3,0,5
59,5,1,1,0,184,0,0,0,163,1,0,3,0,8
46,10,1,1,0,562,0,0,0,491,1,0,3,0,5
32,4,1,2,0,2102,1,0,0,220,1,0,3,0,2
44,4,0,2,0,193,0,1,0,104,2,0,3,0,5
26,1,2,1,0,5,0,0,1,54,3,0,3,0,1
53,4,1,1,0,66,0,1,1,141,1,0,3,0,7
46,1,1,0,0,-169,1,1,0,109,1,0,3,0,5
35,2,1,0,0,2643,0,1,0,259,1,0,3,0,3
56,1,0,0,0,12,0,0,0,226,1,0,3,0,7
60,4,1,0,0,75,0,1,0,183,1,0,3,0,8
36,9,1,1,0,-257,0,0,0,24,26,0,3,0,3
29,1,2,0,0,170,1,0,0,216,1,0,3,0,2
60,9,0,0,0,-85,0,1,1,58,2,0,3,0,8
55,4,1,2,0,979,0,1,0,123,1,0,3,0,7
27,4,2,2,0,136,0,1,0,146,1,0,3,0,1
33,9,1,2,0,-258,0,0,0,362,1,0,3,0,3
33,4,2,2,0,99,0,0,0,159,1,0,3,0,3
55,5,1,0,0,150,0,0,0,124,1,0,3,0,7
28,1,2,1,0,476,0,0,0,306,1,0,3,0,2
28,6,2,2,0,226,0,1,0,191,1,0,3,0,2
26,0,2,1,0,-378,0,1,0,165,1,0,3,0,1
31,4,2,2,0,296,0,1,0,509,4,0,3,1,2
39,0,2,1,0,1661,0,1,0,431,1,0,3,0,4
26,4,2,2,0,122,0,1,0,160,1,0,3,0,1
27,7,1,0,0,-90,0,1,0,175,1,0,3,0,1
42,1,2,0,0,1322,1,1,0,178,1,0,3,0,4
42,4,0,1,0,-272,0,0,0,186,1,0,3,0,4
34,9,0,1,0,-133,1,0,0,395,1,0,3,0,3
32,9,1,1,0,2,1,1,0,143,1,0,3,0,2
35,6,1,2,0,0,0,0,0,201,1,0,3,0,3
33,2,1,1,0,-627,1,1,0,740,1,0,3,1,3
52,2,1,2,1,-468,0,0,0,534,1,0,3,1,6
30,1,0,1,0,0,0,1,0,320,1,0,3,0,2
25,4,2,2,0,1098,1,1,0,425,1,0,3,0,1
34,6,1,2,0,191,0,0,0,59,1,0,3,0,3
45,1,1,1,1,-605,1,0,1,208,5,0,3,0,5
27,0,2,1,0,-400,0,1,0,290,1,0,3,0,1
36,0,1,1,0,68,0,1,0,85,4,0,3,0,3
51,0,1,1,0,38,0,1,0,31,3,0,3,0,6
26,9,2,2,0,291,0,1,0,393,1,0,3,0,1
32,4,1,2,1,2,0,0,0,82,1,0,3,0,2
58,5,0,2,0,264,1,1,0,523,3,0,3,0,8
57,5,1,2,0,1029,0,1,0,203,1,0,3,0,7
56,5,1,2,0,87,0,0,0,136,2,0,3,0,7
58,1,1,1,0,1457,1,0,0,144,4,0,3,0,8
25,1,2,1,1,-220,0,0,0,152,1,0,3,0,1
34,3,1,1,0,-97,1,1,0,119,2,0,3,0,3
27,9,2,1,1,0,0,1,0,732,1,0,3,1,1
29,7,2,1,0,1274,0,0,0,136,1,0,3,0,2
36,4,1,2,0,128,0,0,0,733,1,0,3,0,3
46,4,2,2,0,3,0,0,0,85,1,0,3,0,5
32,1,1,0,0,642,0,1,0,524,1,0,3,0,2
55,1,1,0,0,137,0,0,1,377,1,0,3,0,7
28,10,1,1,0,455,0,0,0,286,1,0,3,0,2
26,0,2,1,0,-35,0,1,0,304,1,0,3,0,1
39,7,2,1,0,230,0,1,0,106,1,0,3,0,4
55,4,1,1,0,51,0,0,0,102,1,0,3,0,7
33,2,1,1,1,-54,0,1,0,42,1,0,3,0,3
29,3,1,0,0,7,0,1,0,240,1,0,3,0,2
45,9,0,1,0,12389,0,1,0,711,1,0,3,0,5
25,7,2,1,0,2,0,0,0,288,1,0,3,0,1
55,2,1,2,0,22,0,1,0,215,1,0,3,0,7
32,1,2,1,0,-197,0,1,0,99,1,0,3,0,2
25,0,2,1,0,0,0,1,0,238,3,0,3,0,1
28,0,2,1,0,144,0,1,0,136,1,0,3,0,2
34,1,1,0,0,-480,1,1,0,225,1,0,3,0,3
26,4,2,2,0,350,0,0,0,367,1,0,3,0,1
56,1,1,0,0,175,0,1,0,188,1,0,3,0,7
26,6,2,1,0,551,0,0,0,531,1,0,3,1,1
33,0,2,2,0,621,0,0,0,217,1,0,3,0,3
55,5,1,2,0,197,0,1,0,256,1,0,3,0,7
25,9,2,1,0,0,0,1,0,634,1,0,3,1,1
38,0,1,1,0,-14,0,1,0,124,1,0,3,0,4
27,7,2,1,0,87,0,0,0,260,1,0,3,0,1
58,5,1,3,0,-230,0,1,0,133,2,0,3,0,8
25,1,1,1,0,101,0,1,0,460,3,0,3,1,1
42,1,1,0,0,1556,0,1,0,113,1,0,3,0,4
40,7,1,0,0,-45,0,1,0,166,1,0,3,0,4
30,9,1,1,0,139,0,1,0,1046,2,0,3,0,2
26,7,2,1,0,-90,0,1,0,240,1,0,3,0,1
58,9,1,3,0,-509,0,1,0,239,1,0,3,0,8
59,5,0,0,0,830,0,1,0,116,1,0,3,0,8
48,4,2,1,0,1106,0,1,0,265,1,0,3,0,6
59,7,0,1,0,136,0,1,1,176,1,0,3,0,8
34,0,2,2,0,-199,0,1,0,130,1,0,3,0,3
53,9,0,0,0,-834,1,1,0,130,1,0,3,0,7
42,10,1,1,0,-283,0,1,0,96,2,0,3,0,4
25,9,2,1,0,218,0,1,0,272,1,0,3,0,1
25,4,2,1,0,1923,0,1,0,71,1,0,3,0,1
28,0,2,3,0,2736,0,0,0,705,1,0,3,1,2
41,0,2,1,0,26,0,0,0,428,1,0,3,0,4
45,7,2,1,0,-688,0,1,0,106,1,0,3,0,5
29,1,1,0,0,50,0,0,0,185,2,0,3,0,2
25,4,2,3,0,314,0,1,0,455,1,0,3,0,1
51,9,1,1,0,564,0,1,0,187,2,0,3,0,6
26,4,2,2,0,33,0,1,0,253,1,0,3,0,1
27,2,2,3,0,1007,0,0,0,154,1,0,3,0,1
39,7,1,1,0,87,0,0,0,114,1,0,3,0,4
30,8,2,3,0,-145,0,1,0,154,1,0,3,0,2
25,6,2,2,0,-44,0,1,0,201,1,0,3,0,1
29,4,1,2,0,0,0,1,0,574,2,0,3,0,2
39,9,1,1,0,130,0,0,0,202,2,0,3,0,4
27,4,2,2,1,0,0,1,0,46,1,0,3,0,1
28,3,1,1,0,1294,1,0,0,401,2,0,3,0,2
38,0,1,1,0,338,0,1,0,191,1,0,3,0,4
60,5,1,0,0,280,0,0,1,291,1,0,3,0,8
26,7,2,1,1,74,0,0,0,362,1,0,3,0,1
42,10,0,1,0,2699,0,0,0,92,2,0,3,0,4
51,4,1,2,0,3604,0,1,1,287,1,0,3,0,6
30,1,1,1,0,1177,0,1,0,220,2,0,3,0,2
25,9,2,1,0,102,0,1,0,574,2,0,3,1,1
42,0,1,1,0,-150,0,1,0,249,3,0,3,0,4
28,1,1,1,0,2322,0,0,0,82,4,0,3,0,2
33,0,2,1,0,1248,0,0,0,359,1,0,3,0,3
54,4,1,2,0,3,0,1,0,443,1,0,3,0,7
42,4,1,2,0,478,0,1,0,165,1,0,3,0,4
44,9,0,1,0,26,0,0,1,190,1,0,3,0,5
31,1,1,0,0,229,0,0,1,186,2,0,3,0,2
56,2,1,2,0,51439,0,1,0,325,1,0,3,0,7
28,7,1,1,0,510,1,1,0,1767,2,0,3,1,2
32,2,0,1,0,252,0,1,0,145,2,0,3,0,2
55,1,1,1,1,67,0,0,0,267,2,0,3,0,7
31,6,1,1,0,731,0,1,0,188,1,0,3,0,2
35,0,0,1,0,148,0,1,0,199,1,0,3,0,3
26,9,2,1,0,68,0,1,0,141,3,0,3,0,1
40,1,1,0,0,143,0,1,0,167,2,0,3,0,4
33,1,1,2,0,870,0,1,0,545,3,0,3,0,3
25,1,1,1,0,4280,0,1,0,148,2,0,3,0,1
28,1,2,1,0,517,0,1,0,681,1,0,3,1,2
41,0,1,1,0,120,0,1,0,489,1,0,3,0,4
37,1,1,0,0,33,0,1,0,483,2,0,3,0,3
59,1,1,0,0,3540,0,0,0,165,1,0,3,0,8
57,0,1,1,0,2137,0,0,1,132,7,0,3,0,7
34,6,0,3,0,28,0,1,0,245,1,0,3,0,3
54,4,1,2,0,-547,0,0,0,156,1,0,3,0,7
50,9,1,0,0,-315,0,1,0,173,1,0,3,0,6
52,9,1,1,0,786,0,0,0,310,1,0,3,0,6
59,1,0,0,0,1,0,1,0,214,1,0,3,0,8
33,2,0,2,0,37,0,1,0,1082,1,0,3,1,3
53,7,0,0,0,0,0,1,0,206,1,0,3,0,7
26,4,2,2,0,8303,0,0,0,143,2,0,3,0,1
45,4,0,2,0,854,0,1,0,730,1,0,3,1,5
56,0,2,1,0,-273,0,0,0,119,2,0,3,0,7
41,1,1,0,0,-692,1,0,0,125,2,0,3,0,4
35,6,1,2,1,28,0,1,0,259,1,0,3,0,3
55,5,1,1,0,971,0,1,0,154,1,0,3,0,7
28,4,1,2,0,3694,0,1,0,70,2,0,3,0,2
60,5,1,1,0,1141,0,1,0,211,2,0,3,0,8
35,2,2,2,1,793,0,1,0,163,1,0,3,0,3
51,5,1,1,0,35,0,1,0,123,4,0,3,0,6
36,7,1,1,0,30,0,1,0,716,5,0,3,1,3
34,0,2,1,0,280,0,0,0,86,2,0,3,0,3
33,7,2,1,0,0,0,0,0,116,2,0,3,0,3
30,7,1,1,0,2261,1,1,0,250,2,0,3,0,2
35,1,1,0,0,46,0,0,0,338,3,0,3,0,3
56,5,1,1,0,307,0,1,0,175,1,0,3,0,7
56,3,1,0,0,306,0,1,0,212,1,0,3,0,7
49,0,1,1,0,13229,0,1,1,77,2,0,3,0,6
41,9,2,1,0,-3,0,0,0,413,1,0,3,0,4
57,9,1,0,0,4442,0,0,0,97,6,0,3,0,7
33,3,1,0,0,1,1,0,0,135,1,0,3,0,3
29,1,1,1,0,-478,0,1,0,528,2,0,3,0,2
36,10,1,1,0,356,0,0,0,361,1,0,3,0,3
29,9,2,1,0,290,1,1,0,293,1,0,3,0,2
45,7,1,1,0,1343,0,1,0,220,1,0,3,0,5
26,1,2,1,1,81,0,1,0,803,2,0,3,1,1
51,7,1,1,0,272,0,1,0,217,1,0,3,0,6
46,1,0,0,0,2775,0,1,0,188,1,0,3,0,5
29,9,2,1,0,359,1,0,0,604,1,0,3,0,2
52,1,2,1,0,288,1,0,0,159,2,0,3,0,6
45,0,1,1,0,3493,1,0,0,498,1,0,3,0,5
30,0,2,1,0,1249,0,0,0,220,4,0,3,0,2
33,7,1,1,0,0,0,1,0,285,1,0,3,0,3
29,6,2,2,0,0,1,0,0,231,1,0,3,0,2
36,10,0,1,0,5,1,0,0,305,1,0,3,0,3
60,5,0,1,0,598,0,1,0,96,1,0,3,0,8
35,7,2,0,0,790,0,0,0,221,1,0,3,0,3
33,4,2,2,0,0,1,0,0,454,1,0,3,0,3
36,7,1,0,0,795,0,1,0,215,2,0,3,0,3
28,1,1,1,0,1296,1,1,0,764,5,0,3,0,2
39,3,0,1,0,188,0,0,0,163,1,0,3,0,4
36,9,2,1,0,0,0,0,0,121,1,0,3,0,3
43,7,1,1,0,-392,0,1,0,185,1,0,3,0,5
47,9,1,1,0,0,1,0,0,297,1,0,3,0,5
25,7,2,1,0,628,0,0,0,266,1,0,3,0,1
34,0,1,1,0,233,1,1,0,303,1,0,3,0,3
60,4,1,1,0,725,1,0,0,266,1,0,3,0,8
25,1,2,1,0,0,0,0,1,112,1,0,3,0,1
52,4,1,3,0,414,1,0,0,424,1,0,3,0,6
30,0,0,1,0,4,0,0,0,61,3,0,3,0,2
38,3,1,1,0,1508,0,1,0,306,2,0,3,0,4
54,1,1,0,0,175,0,1,0,1027,1,0,3,0,7
31,1,1,1,0,152,1,1,0,831,1,0,3,1,2
29,7,2,1,0,-32,0,1,0,510,1,0,3,0,2
37,1,0,1,0,277,0,1,0,338,2,0,3,0,3
28,4,2,2,0,882,0,1,0,107,2,0,3,0,2
51,7,2,3,0,415,0,0,0,210,2,0,3,0,6
55,9,1,1,0,477,0,0,0,138,1,0,3,0,7
52,1,1,1,0,380,1,1,0,58,1,0,3,0,6
55,10,1,1,0,-246,0,1,0,305,2,0,3,0,7
25,0,1,1,0,142,1,0,0,312,2,0,3,0,1
34,9,2,1,1,-2,0,1,0,283,1,0,3,0,3
59,4,1,2,0,96,0,1,0,55,1,0,3,0,8
28,0,2,1,0,-126,0,1,0,360,4,0,3,0,2
58,1,1,1,0,279,0,0,0,327,5,0,3,0,8
45,9,0,1,0,146,0,0,0,216,1,0,3,0,5
60,4,1,1,0,49,0,1,0,76,2,0,3,0,8
29,7,2,1,0,9,0,1,0,202,2,0,3,0,2
55,10,1,0,0,1221,0,1,0,108,1,0,3,0,7
54,1,1,1,0,1063,0,1,0,194,3,0,3,0,7
34,0,1,2,0,434,0,0,0,165,3,0,3,0,3
27,6,2,2,0,108,0,1,0,141,2,0,3,0,1
50,1,1,1,0,1293,0,1,0,82,1,0,3,0,6
38,1,2,1,0,10,0,0,0,84,3,0,3,0,4
52,9,1,1,0,3554,0,1,0,89,1,0,3,0,6
59,5,0,2,0,439,0,1,0,136,1,0,3,0,8
49,1,1,1,0,1838,1,0,0,203,1,0,3,0,6
44,4,1,2,0,0,0,0,0,54,2,0,3,0,5
35,0,2,1,0,57,0,1,0,632,2,0,3,0,3
28,4,2,3,0,81,0,1,0,158,1,0,3,0,2
43,1,0,0,0,328,0,1,0,192,1,0,3,0,5
31,0,2,1,1,4,1,1,0,144,1,0,3,0,2
42,2,1,2,0,2476,1,0,0,251,1,0,3,0,4
28,4,2,2,0,1252,1,1,0,319,4,0,3,0,2
38,9,1,1,0,0,0,0,0,635,1,0,3,1,4
52,9,1,1,1,0,0,0,0,584,2,0,3,0,6
57,1,1,1,0,75,0,0,0,157,8,0,3,0,7
30,1,1,0,0,307,1,1,0,117,2,0,3,0,2
27,7,2,1,0,167,0,1,0,606,2,0,3,0,1
28,0,2,1,0,19,0,0,0,78,4,0,3,0,2
31,4,1,1,0,-329,1,0,0,119,3,0,3,0,2
32,1,0,1,0,-299,1,0,0,192,2,0,3,0,2
40,4,1,2,0,2840,1,0,0,1720,4,0,3,0,4
45,9,1,1,0,1477,1,0,0,355,1,0,3,0,5
38,0,2,1,0,0,0,0,0,452,3,0,3,0,4
52,0,1,1,0,350,0,1,0,460,2,0,3,0,6
56,1,2,1,0,663,0,1,0,819,3,0,3,1,7
31,1,2,0,0,485,0,1,0,447,2,0,3,0,2
42,1,1,1,1,-29,0,1,0,294,2,0,3,0,4
32,3,1,0,0,0,0,0,1,63,3,0,3,0,2
35,7,1,1,0,629,0,1,0,518,2,0,3,0,3
37,1,1,0,0,89,0,1,1,336,4,0,3,0,3
45,1,2,2,0,-243,0,1,0,171,2,0,3,0,5
58,4,1,2,0,913,0,1,0,326,6,0,3,0,8
30,6,1,1,0,57,0,1,0,55,2,0,3,0,2
48,0,1,1,0,-509,0,1,0,302,3,0,3,0,6
28,9,2,1,0,31,0,0,0,323,2,0,3,0,2
54,1,1,0,0,-16,0,1,1,346,2,0,3,0,7
36,1,2,1,0,110,0,0,0,291,2,0,3,0,3
41,1,2,1,0,-329,0,1,0,426,3,0,3,0,4
25,9,0,1,0,86,0,1,0,483,2,0,3,0,1
33,7,2,1,0,969,0,0,1,107,3,0,3,0,3
49,1,2,0,0,1040,0,0,0,474,2,0,3,0,6
39,0,1,1,0,7711,1,0,0,289,1,0,3,0,4
30,9,2,1,0,137,0,1,0,517,2,0,3,0,2
59,5,1,0,0,468,1,0,1,71,1,0,3,0,8
54,9,1,2,0,758,1,1,0,554,1,0,3,0,7
57,4,1,2,0,5,1,0,0,96,1,0,3,0,7
60,4,1,2,0,0,1,0,0,59,1,0,3,0,8
32,0,1,1,0,-1,0,0,0,228,2,0,3,0,2
29,4,2,2,0,640,0,0,0,150,2,0,3,0,2
27,1,1,1,0,-59,0,1,0,154,3,0,3,0,1
26,0,2,1,0,102,0,1,0,658,2,0,3,1,1
41,1,1,0,0,17,0,0,0,117,3,0,3,0,4
26,9,2,1,0,0,0,0,0,362,2,0,3,0,1
40,0,1,1,0,1011,1,0,0,145,12,0,3,0,4
26,9,1,1,0,370,0,1,0,1061,4,0,3,1,1
47,9,1,1,0,-107,0,0,0,236,2,0,3,0,5
36,4,1,2,0,2309,1,0,0,268,2,0,3,0,3
57,1,1,0,0,0,0,0,0,237,3,0,3,0,7
51,9,1,1,0,313,0,1,0,378,1,0,3,0,6
60,4,1,1,0,164,0,1,0,171,1,0,3,0,8
41,1,0,3,0,19,0,1,0,514,5,0,3,0,4
26,1,2,1,0,-128,0,1,0,392,2,0,3,0,1
34,1,1,1,0,123,1,0,0,218,3,0,3,0,3
29,0,2,1,0,-37,1,0,0,21,35,0,3,0,2
54,3,1,0,0,8,0,1,1,116,2,0,3,0,7
27,4,1,2,0,5262,0,1,0,201,9,0,3,0,1
35,5,1,0,0,329,0,1,0,520,3,0,3,0,3
59,4,1,2,0,1726,0,1,0,137,3,0,3,0,8
30,9,2,1,0,77,0,1,0,82,4,0,3,0,2
25,1,2,1,0,189,0,1,0,687,2,0,3,1,1
47,1,1,0,0,-406,0,1,1,243,5,0,3,0,5
27,7,1,1,0,202,1,0,1,212,2,0,3,0,1
45,0,0,3,0,857,0,0,1,49,7,0,3,0,5
28,1,1,0,0,420,0,1,1,65,3,0,3,0,2
45,0,1,1,0,0,1,0,0,376,1,0,3,0,5
36,4,2,2,0,-74,1,1,0,476,2,0,3,0,3
37,1,1,1,0,128,1,0,1,379,3,0,3,0,3
32,4,2,2,0,191,0,0,0,141,4,0,3,0,2
44,1,1,0,0,1139,0,1,0,155,2,0,3,0,5
27,0,2,1,1,-110,0,1,0,90,2,0,3,0,1
25,1,2,1,0,224,0,1,1,17,4,0,3,0,1
30,7,2,1,0,245,0,1,0,187,2,0,3,0,2
26,3,1,0,0,158,0,1,0,416,4,0,3,0,1
39,6,1,0,0,1551,0,0,1,389,7,0,3,0,4
27,7,2,1,0,-151,0,0,0,283,2,0,3,0,1
41,1,1,0,0,-516,0,1,1,554,3,0,3,0,4
28,2,2,2,0,283,1,0,0,22,3,0,3,0,2
42,7,1,1,0,-1,1,0,0,38,2,0,3,0,4
41,1,1,1,0,97,0,1,0,212,2,0,3,0,4
26,1,2,0,0,16,0,1,0,249,2,0,3,0,1
29,9,2,2,0,313,0,1,0,227,2,0,3,0,2
44,6,1,1,0,5068,0,0,0,256,2,0,3,0,5
55,0,1,1,0,859,0,0,1,153,1,0,3,0,7
49,9,1,1,0,0,0,1,0,120,3,0,3,0,6
34,1,1,0,0,567,0,1,0,241,3,0,3,0,3
27,0,2,1,0,13,1,0,1,103,1,0,3,0,1
56,1,1,1,0,339,0,0,1,114,3,0,3,0,7
60,3,1,1,0,874,0,0,0,861,3,0,3,0,8
59,5,1,0,0,21,0,0,1,127,3,0,3,0,8
59,0,1,1,0,302,0,1,0,250,2,0,3,0,8
32,7,1,1,0,61,1,0,0,529,5,0,3,0,2
28,1,1,0,0,-469,1,0,0,244,3,0,3,0,2
58,4,1,2,0,136,1,0,0,199,1,0,3,0,8
41,1,1,1,0,232,0,0,1,104,3,0,3,0,4
49,9,1,1,0,177,1,1,0,191,1,0,3,0,6
47,4,1,2,0,1890,0,0,0,161,1,0,3,0,5
43,9,1,1,0,48,1,0,0,89,1,0,3,0,5
46,0,1,1,0,-121,1,1,0,214,4,0,3,0,5
56,9,1,1,0,61,0,1,0,75,1,0,3,0,7
33,4,1,2,0,6,1,0,0,1111,1,0,3,0,3
52,4,1,1,0,4873,0,0,0,99,9,0,3,0,6
34,0,0,1,0,145,0,0,0,183,5,0,3,0,3
32,1,1,1,0,4,1,1,0,173,1,0,3,0,2
32,1,2,1,0,123,1,0,0,329,4,0,3,0,2
30,1,1,0,0,374,1,0,0,225,2,0,3,0,2
47,1,1,1,0,125,0,0,0,210,2,0,3,0,5
49,7,1,1,0,884,1,0,1,201,3,0,3,0,6
57,7,1,2,0,10,0,0,1,320,3,0,3,0,7
42,0,1,1,0,0,1,0,0,1011,1,0,3,0,4
52,5,1,1,0,49,0,1,1,280,5,0,3,0,6
38,6,1,0,0,618,0,0,0,184,1,0,3,0,4
27,4,2,2,0,154,0,1,0,75,1,0,3,0,1
32,4,2,2,0,611,1,1,0,353,1,0,3,0,2
41,7,0,1,0,0,1,0,0,126,1,0,3,0,4
36,1,1,1,0,199,1,0,0,183,1,0,3,0,3
43,4,0,2,0,0,0,0,0,134,1,0,3,0,5
58,5,1,2,0,941,0,1,0,254,1,0,3,0,8
34,1,1,1,1,1,1,0,0,394,1,0,3,0,3
40,0,1,1,0,275,1,0,0,139,1,0,3,0,4
38,1,1,1,0,121,1,1,0,80,2,0,3,0,4
34,7,1,0,0,31,0,1,0,53,3,0,3,0,3
44,9,1,2,0,-948,1,1,0,129,2,0,3,0,5
44,4,1,2,0,773,0,1,0,618,1,0,3,0,5
47,7,1,1,0,0,1,0,1,250,1,0,3,0,5
31,7,1,1,0,1,1,0,0,82,1,0,3,0,2
41,9,1,1,0,112,1,0,0,158,1,0,3,0,4
57,9,1,1,0,950,1,0,0,1272,1,0,3,0,7
53,9,1,2,0,673,1,0,0,182,1,0,3,0,7
50,9,1,1,0,20,1,0,0,95,1,0,3,0,6
46,9,1,1,0,152,0,0,0,72,1,0,3,0,5
44,1,1,1,0,233,0,1,0,150,3,0,3,0,5
42,4,1,2,0,0,1,0,0,98,1,0,3,0,4
43,11,1,0,0,0,1,0,0,132,1,0,3,0,5
37,0,2,1,0,1003,0,0,0,259,3,0,3,0,3
48,0,1,1,0,719,1,0,0,205,1,0,3,0,6
56,1,1,0,0,278,0,1,0,261,3,0,3,0,7
44,4,2,2,0,6350,1,0,0,323,1,0,3,0,5
26,10,2,1,0,111,0,0,0,537,1,0,3,1,1
35,0,1,0,0,1994,0,0,0,64,1,0,3,0,3
